listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
358058,2022-07-14,f,$28.00,$28.00,1,200
358058,2022-07-15,f,$28.00,$28.00,1,200
358058,2022-07-16,f,$28.00,$28.00,1,200
358058,2022-07-17,f,$28.00,$28.00,1,200
358058,2022-07-18,f,$28.00,$28.00,1,200
358058,2022-07-19,f,$28.00,$28.00,1,200
358058,2022-07-20,f,$28.00,$28.00,1,200
358058,2022-07-21,f,$28.00,$28.00,1,200
358058,2022-07-22,f,$28.00,$28.00,1,200
358058,2022-07-23,f,$28.00,$28.00,1,200
358058,2022-07-24,f,$28.00,$28.00,1,200
358058,2022-07-25,f,$28.00,$28.00,1,200
358058,2022-07-26,f,$28.00,$28.00,1,200
358058,2022-07-27,f,$28.00,$28.00,1,200
358058,2022-07-28,f,$28.00,$28.00,1,200
358058,2022-07-29,f,$28.00,$28.00,1,200
358058,2022-07-30,f,$28.00,$28.00,1,200
358058,2022-07-31,f,$28.00,$28.00,1,200
358058,2022-08-01,f,$28.00,$28.00,1,200
358058,2022-08-02,f,$28.00,$28.00,1,200
358058,2022-08-03,f,$28.00,$28.00,1,200
358058,2022-08-04,f,$28.00,$28.00,1,200
358058,2022-08-05,f,$28.00,$28.00,1,200
358058,2022-08-06,f,$28.00,$28.00,1,200
358058,2022-08-07,f,$28.00,$28.00,1,200
358058,2022-08-08,f,$28.00,$28.00,1,200
358058,2022-08-09,f,$28.00,$28.00,1,200
358058,2022-08-10,f,$28.00,$28.00,1,200
358058,2022-08-11,f,$28.00,$28.00,1,200
358058,2022-08-12,f,$28.00,$28.00,1,200
358058,2022-08-13,f,$28.00,$28.00,1,200
358058,2022-08-14,f,$28.00,$28.00,1,200
358058,2022-08-15,f,$28.00,$28.00,1,200
358058,2022-08-16,f,$28.00,$28.00,1,200
358058,2022-08-17,f,$28.00,$28.00,1,200
358058,2022-08-18,f,$28.00,$28.00,1,200
358058,2022-08-19,f,$28.00,$28.00,1,200
358058,2022-08-20,f,$28.00,$28.00,1,200
358058,2022-08-21,f,$28.00,$28.00,1,200
358058,2022-08-22,f,$28.00,$28.00,1,200
358058,2022-08-23,f,$28.00,$28.00,1,200
358058,2022-08-24,f,$28.00,$28.00,1,200
358058,2022-08-25,f,$28.00,$28.00,1,200
358058,2022-08-26,f,$28.00,$28.00,1,200
358058,2022-08-27,f,$28.00,$28.00,1,200
358058,2022-08-28,f,$28.00,$28.00,1,200
358058,2022-08-29,f,$28.00,$28.00,1,200
358058,2022-08-30,f,$28.00,$28.00,1,200
358058,2022-08-31,f,$28.00,$28.00,1,200
358058,2022-09-01,f,$28.00,$28.00,1,200
358058,2022-09-02,f,$28.00,$28.00,1,200
358058,2022-09-03,f,$28.00,$28.00,1,200
358058,2022-09-04,f,$28.00,$28.00,1,200
358058,2022-09-05,f,$28.00,$28.00,1,200
358058,2022-09-06,f,$28.00,$28.00,1,200
358058,2022-09-07,f,$28.00,$28.00,1,200
358058,2022-09-08,f,$28.00,$28.00,1,200
358058,2022-09-09,f,$28.00,$28.00,1,200
358058,2022-09-10,t,$28.00,$28.00,1,200
358058,2022-09-11,t,$28.00,$28.00,1,200
358058,2022-09-12,f,$28.00,$28.00,1,200
358058,2022-09-13,f,$28.00,$28.00,1,200
358058,2022-09-14,f,$28.00,$28.00,1,200
358058,2022-09-15,f,$28.00,$28.00,1,200
358058,2022-09-16,f,$28.00,$28.00,1,200
358058,2022-09-17,f,$28.00,$28.00,1,200
358058,2022-09-18,t,$28.00,$28.00,1,200
358058,2022-09-19,t,$28.00,$28.00,1,200
358058,2022-09-20,t,$28.00,$28.00,1,200
358058,2022-09-21,t,$28.00,$28.00,1,200
358058,2022-09-22,t,$28.00,$28.00,1,200
358058,2022-09-23,t,$28.00,$28.00,1,200
358058,2022-09-24,t,$28.00,$28.00,1,200
358058,2022-09-25,t,$28.00,$28.00,1,200
358058,2022-09-26,t,$28.00,$28.00,1,200
358058,2022-09-27,t,$28.00,$28.00,1,200
358058,2022-09-28,t,$28.00,$28.00,1,200
358058,2022-09-29,t,$28.00,$28.00,1,200
358058,2022-09-30,t,$28.00,$28.00,1,200
358058,2022-10-01,t,$28.00,$28.00,1,200
358058,2022-10-02,t,$28.00,$28.00,1,200
358058,2022-10-03,t,$28.00,$28.00,1,200
358058,2022-10-04,t,$28.00,$28.00,1,200
358058,2022-10-05,t,$28.00,$28.00,1,200
358058,2022-10-06,t,$28.00,$28.00,1,200
358058,2022-10-07,t,$28.00,$28.00,1,200
358058,2022-10-08,t,$28.00,$28.00,1,200
358058,2022-10-09,t,$28.00,$28.00,1,200
358058,2022-10-10,t,$28.00,$28.00,1,200
358058,2022-10-11,t,$28.00,$28.00,1,200
358058,2022-10-12,t,$28.00,$28.00,1,200
358058,2022-10-13,t,$28.00,$28.00,1,200
358058,2022-10-14,t,$28.00,$28.00,1,200
358058,2022-10-15,t,$28.00,$28.00,1,200
358058,2022-10-16,t,$28.00,$28.00,1,200
358058,2022-10-17,t,$28.00,$28.00,1,200
358058,2022-10-18,t,$28.00,$28.00,1,200
358058,2022-10-19,t,$28.00,$28.00,1,200
358058,2022-10-20,t,$28.00,$28.00,1,200
358058,2022-10-21,t,$28.00,$28.00,1,200
358058,2022-10-22,t,$28.00,$28.00,1,200
358058,2022-10-23,t,$28.00,$28.00,1,200
358058,2022-10-24,t,$28.00,$28.00,1,200
358058,2022-10-25,t,$28.00,$28.00,1,200
358058,2022-10-26,t,$28.00,$28.00,1,200
358058,2022-10-27,t,$28.00,$28.00,1,200
358058,2022-10-28,t,$28.00,$28.00,1,200
358058,2022-10-29,t,$28.00,$28.00,1,200
358058,2022-10-30,t,$28.00,$28.00,1,200
358058,2022-10-31,t,$28.00,$28.00,1,200
358058,2022-11-01,t,$28.00,$28.00,1,200
358058,2022-11-02,t,$28.00,$28.00,1,200
358058,2022-11-03,t,$28.00,$28.00,1,200
358058,2022-11-04,t,$28.00,$28.00,1,200
358058,2022-11-05,t,$28.00,$28.00,1,200
358058,2022-11-06,t,$28.00,$28.00,1,200
358058,2022-11-07,t,$28.00,$28.00,1,200
358058,2022-11-08,t,$28.00,$28.00,1,200
358058,2022-11-09,t,$28.00,$28.00,1,200
358058,2022-11-10,t,$28.00,$28.00,1,200
358058,2022-11-11,t,$28.00,$28.00,1,200
358058,2022-11-12,t,$28.00,$28.00,1,200
358058,2022-11-13,t,$28.00,$28.00,1,200
358058,2022-11-14,t,$28.00,$28.00,1,200
358058,2022-11-15,t,$28.00,$28.00,1,200
358058,2022-11-16,t,$28.00,$28.00,1,200
358058,2022-11-17,t,$28.00,$28.00,1,200
358058,2022-11-18,t,$28.00,$28.00,1,200
358058,2022-11-19,t,$28.00,$28.00,1,200
358058,2022-11-20,t,$28.00,$28.00,1,200
358058,2022-11-21,t,$28.00,$28.00,1,200
358058,2022-11-22,t,$28.00,$28.00,1,200
358058,2022-11-23,t,$28.00,$28.00,1,200
358058,2022-11-24,t,$28.00,$28.00,1,200
358058,2022-11-25,t,$28.00,$28.00,1,200
358058,2022-11-26,t,$28.00,$28.00,1,200
358058,2022-11-27,t,$28.00,$28.00,1,200
358058,2022-11-28,f,$28.00,$28.00,1,200
358058,2022-11-29,f,$28.00,$28.00,1,200
358058,2022-11-30,f,$28.00,$28.00,1,200
358058,2022-12-01,f,$28.00,$28.00,1,200
358058,2022-12-02,f,$28.00,$28.00,1,200
358058,2022-12-03,f,$28.00,$28.00,1,200
358058,2022-12-04,t,$28.00,$28.00,1,200
358058,2022-12-05,t,$28.00,$28.00,1,200
358058,2022-12-06,t,$28.00,$28.00,1,200
358058,2022-12-07,t,$28.00,$28.00,1,200
358058,2022-12-08,t,$28.00,$28.00,1,200
358058,2022-12-09,t,$28.00,$28.00,1,200
358058,2022-12-10,t,$28.00,$28.00,1,200
358058,2022-12-11,t,$28.00,$28.00,1,200
358058,2022-12-12,t,$28.00,$28.00,1,200
358058,2022-12-13,t,$28.00,$28.00,1,200
358058,2022-12-14,t,$28.00,$28.00,1,200
358058,2022-12-15,t,$28.00,$28.00,1,200
358058,2022-12-16,t,$28.00,$28.00,1,200
358058,2022-12-17,t,$28.00,$28.00,1,200
358058,2022-12-18,t,$28.00,$28.00,1,200
358058,2022-12-19,t,$28.00,$28.00,1,200
358058,2022-12-20,t,$28.00,$28.00,1,200
358058,2022-12-21,t,$28.00,$28.00,1,200
358058,2022-12-22,t,$28.00,$28.00,1,200
358058,2022-12-23,f,$28.00,$28.00,1,200
358058,2022-12-24,f,$28.00,$28.00,1,200
358058,2022-12-25,f,$28.00,$28.00,1,200
