id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13107611,SUNNY FLAT :),8499798,Ovgu,,Hietzing,48.17271,16.28543,Entire home/apt,50,15,0,,,1,0,0,
12479729,"Gästezimmer,ruhiges Einfamilienhaus",47878495,Angelika,,Hietzing,48.1677,16.26792,Private room,22,2,9,2018-12-14,0.12,4,13,0,
13109834,"",40671924,Kira,,Mariahilf,48.19094,16.34285,Entire home/apt,49,2,1,2016-05-19,0.01,1,0,0,
13424101,sunny and spacious flat,57223152,Sabine,,Alsergrund,48.2314,16.35252,Entire home/apt,21,2,1,2016-08-14,0.01,1,0,0,
13424232,Fabulous City Center Apartment - Apt 18C,1547126,Anna & Vladan,,Alsergrund,48.21532,16.3615,Entire home/apt,194,1,91,2022-04-26,1.28,38,274,4,
12744033,Beautiful flat in the 9th district,3715236,Christina,,Alsergrund,48.22621,16.34957,Private room,95,3,23,2020-02-27,0.68,1,0,0,
12749055,SKY9 Penthouse Apartment with terrace and city view,1493785,Mike,,Favoriten,48.1765,16.37056,Entire home/apt,124,1,50,2022-04-10,1.24,17,313,11,
12749286,SKY9 XL Penthouse Apartment with terrace,1493785,Mike,,Favoriten,48.17711,16.37041,Entire home/apt,124,1,53,2022-02-19,1.18,17,286,14,
13112862,Premium Apartment Vienna Elegance,1751599,Thomas,,Leopoldstadt,48.22125,16.38845,Entire home/apt,75,4,249,2022-05-28,3.47,4,118,30,
12789432,Green Haven – Roofgarden Penthouse in Central Area,21475649,Aglaë,,Landstra§e,48.20072,16.38055,Entire home/apt,416,2,98,2021-12-25,1.44,1,83,7,
13424929,Fabulous City Center Apartment - Apt 15a,1547126,Anna & Vladan,,Alsergrund,48.21541,16.36125,Entire home/apt,217,1,196,2022-06-01,2.72,38,251,10,
13118441,Beautiful Spacious 140 m2 Flat with High Ceilings!,25161037,Ali,,Josefstadt,48.21174,16.34769,Entire home/apt,51,3,125,2022-05-31,1.81,1,9,19,
13425552,Fabulous City Center Studio Apartment - Apt 15B,1547126,Anna & Vladan,,Alsergrund,48.21434,16.36145,Entire home/apt,138,1,47,2021-10-04,0.66,38,269,7,
13426423,30m2 loft-like room w/ terrace,53612575,Markus,,Ottakring,48.21257,16.3258,Private room,15,3,1,2016-07-22,0.01,1,0,0,
13430331,Trendy Central Rooftop Apartment with Terrace,34926303,Florian,,Wieden,48.19789,16.36673,Entire home/apt,90,4,16,2019-06-30,0.22,1,0,0,
12793417,14 MINUTES TO THE CENTER (4),27775775,Rene,,Brigittenau,48.23711,16.38455,Entire home/apt,70,1,125,2022-05-16,1.69,52,291,29,
12794387,MAX.28 PEOPLE: 14 minutes to center,27775775,Rene,,Brigittenau,48.23711,16.38455,Entire home/apt,269,1,23,2022-05-01,0.35,52,247,3,
12801466,"Best location in 7th, museums, new, quiet, green!",4361476,Steffi,,Neubau,48.20333,16.35001,Entire home/apt,105,30,17,2022-05-29,0.25,8,217,7,
12809959,14 MINUTES TO THE CENTER (3+4),27775775,Rene,,Brigittenau,48.23711,16.38455,Entire home/apt,134,1,99,2022-05-31,1.39,52,275,16,
13119641,EinZimmerWohnung beim sonnig chilligen Yppenplatz,72994653,Ma,,Ottakring,48.21345,16.33648,Entire home/apt,70,1,0,,,1,0,0,
12810497,Charming Viennese  home.,69842553,Tanya,,Landstra§e,48.19979,16.39626,Entire home/apt,61,3,9,2021-08-29,0.12,1,105,1,
13439320,Fabulous City Center Apartment - Apt 15c,1547126,Anna & Vladan,,Alsergrund,48.21596,16.36173,Entire home/apt,177,1,47,2021-09-01,0.66,38,277,2,
13123149,Cozy apartment in central location,73027612,Barbara & Christian,,Favoriten,48.17693,16.37966,Entire home/apt,53,4,49,2022-05-30,0.90,1,165,8,
13439894,Fabulous City Center Apartment - Apt 16,1547126,Anna & Vladan,,Alsergrund,48.21596,16.36197,Entire home/apt,138,1,35,2022-04-26,0.49,38,278,3,
12822531,private room in the heart of Vienna,4206233,Jasmin,,Josefstadt,48.21354,16.34457,Private room,29,3,3,2016-08-07,0.04,1,0,0,
12823455,Feel at home in a central 1BR duplex,428230373,Rodrigo,,Mariahilf,48.19036714887679,16.34760942770074,Entire home/apt,67,2,68,2022-06-05,0.96,18,46,29,
13134561,F Beautiful Apartment Near Center - 7. District,24508490,Anja&Christian,,Neubau,48.2017,16.34665,Entire home/apt,72,3,147,2022-05-29,2.01,4,4,15,
13440351,Fabulous City Center Apartment - Apt 10,1547126,Anna & Vladan,,Alsergrund,48.21547,16.36164,Entire home/apt,138,1,53,2022-05-01,0.74,38,275,4,
13143098,Privatzimmer,73279124,Anselm,,Whring,48.22081,16.33827,Private room,14,14,0,,,1,0,0,
13440456,Apartment für 2 Personen,76698302,Adam,,Leopoldstadt,48.20342,16.40531,Entire home/apt,36,1,0,,,1,0,0,
12827620,Unique Quiet Perfect Friedrich,28281613,Ulli & Günther,,Ottakring,48.21111,16.32933,Entire home/apt,55,3,167,2022-05-21,2.26,4,241,16,
13147928,Privatzimmer im Herzen Ottakrings,67593013,Carina,,Ottakring,48.21218,16.32811,Private room,29,2,0,,,1,0,0,
12848972,Living w/ locals viennese style,14426790,Julie,,Alsergrund,48.22718,16.36085,Private room,29,1,8,2016-08-27,0.11,1,0,0,
13440589,beautiful stay in the heart of Vienna,7089237,Karlie,,Josefstadt,48.20657,16.34837,Entire home/apt,100,2,4,2016-07-16,0.06,1,0,0,
13150591,2 story roof-top apartment near Main Train Station,17370564,Vivianne,,Landstra§e,48.18157,16.39394,Private room,48,3,2,2020-02-15,0.03,1,0,0,
13441093,romantic apartment in central vienna,76710471,Elisabeth,,Josefstadt,48.20792,16.35011,Entire home/apt,45,2,6,2016-08-22,0.08,1,0,0,
12868611,"Cozy room, central, by Hauptbahnhof (main station)",70003375,Jon And Magda,,Wieden,48.18875,16.37533,Private room,45,1,13,2019-11-08,0.23,1,0,0,
13151474,Beautiful/ bright apartment close to the Danube!,73365861,Marco,,Floridsdorf,48.26202,16.38569,Entire home/apt,55,3,6,2022-04-30,0.20,1,78,3,
12868904,"",70346740,Mirjam,,Landstra§e,48.20207,16.39775,Entire home/apt,45,3,1,2016-06-16,0.01,1,0,0,
13441640,Fabulous City Center Apartment  - Apt 11A,1547126,Anna & Vladan,,Innere Stadt,48.21393,16.36289,Entire home/apt,164,1,27,2021-06-06,0.38,38,271,0,
13442015,Fabulous City Center Studio Apartment - Apt 11B,1547126,Anna & Vladan,,Innere Stadt,48.21399,16.36215,Entire home/apt,124,1,21,2022-05-22,0.29,38,237,3,
13158429,Sunny entire flat in the heart of Vienna!,15224596,Alessandra,,Wieden,48.19573,16.36498,Entire home/apt,65,2,6,2016-09-01,0.08,1,0,0,
12879736,Palace-like Apartment built 1860 newly refurbished,70347424,Kinga,,Whring,48.2192,16.34073,Entire home/apt,60,1,6,2019-04-12,0.10,1,87,0,
13161174,Bright Top floor Appartment with Terrace,14109499,Thomas,,Penzing,48.19101,16.29048,Entire home/apt,98,5,0,,,1,0,0,
13442518,Fabulous City Center Studio Apartment - Apt 11C,1547126,Anna & Vladan,,Innere Stadt,48.21434,16.3631,Entire home/apt,124,1,40,2022-05-15,0.56,38,252,7,
13164464,Freies WG-Zimmer in zentraler Lage,73529816,Stefan,,Landstra§e,48.19146,16.38887,Private room,25,1,0,,,1,0,0,
13443309,lovely little studio,13053080,Michaela,,Favoriten,48.16852,16.38212,Entire home/apt,36,3,179,2022-01-01,2.46,1,0,8,
12881583,"",36155856,Petra,,Whring,48.22871,16.34136,Private room,25,2,0,,,1,0,0,
13166090,Lovely apartment close to city center,59905333,Alexandra,,Margareten,48.1837,16.35333,Entire home/apt,40,1,2,2017-03-19,0.03,1,0,0,
12886663,Cosy and quiet appartement,70526224,Hanna,,Rudolfsheim-Fnfhaus,48.19837,16.32013,Entire home/apt,20,20,1,2016-07-30,0.01,1,0,0,
13443357,Fabulous City Center Apartment - Apt 11D,1547126,Anna & Vladan,,Innere Stadt,48.21399,16.36281,Entire home/apt,177,1,19,2018-06-12,0.27,38,285,0,
13171877,"balcony room 14 m2, no car noise but trees.",2807848,MOnika,,Penzing,48.191,16.30717,Private room,25,2,0,,,1,0,0,
13444121,Fabulous City Center Apartment - Apt 12,1547126,Anna & Vladan,,Innere Stadt,48.2138,16.36288,Entire home/apt,138,1,65,2020-03-08,0.91,38,272,0,
12887020,Fly Me To The Moon Studio Apartment,69597964,Luiza,,Rudolfsheim-Fnfhaus,48.19749,16.33136,Entire home/apt,64,7,26,2022-05-29,0.36,6,192,6,
13172148,"Nice, bright and quiet Room - 10 min. City center",73611738,Alberto,,Whring,48.22307,16.34258,Private room,50,2,18,2019-10-14,0.25,1,0,0,
12888464,Magic Moments Apartment,69597964,Luiza,,Rudolfsheim-Fnfhaus,48.19569,16.33288,Entire home/apt,69,7,19,2022-05-30,0.26,6,68,3,
12888956,Sunshine Apartment,69597964,Luiza,,Rudolfsheim-Fnfhaus,48.19586,16.33265,Entire home/apt,59,6,18,2022-06-05,0.25,6,256,5,
13175052,Biedermeier Suite  im 8. Bezirk,73653761,Maximilian,,Josefstadt,48.21342,16.35049,Private room,36,2,52,2022-04-17,0.72,1,93,6,
12894348,3 room Apartment with garage and balcony,49409871,Christian,,Liesing,48.14025,16.28843,Entire home/apt,90,5,46,2022-05-02,0.62,1,159,1,
13448652,"Idyllisch, ruhig, grün - mit Proberaum",76792530,David,,Liesing,48.13422,16.25397,Entire home/apt,80,6,0,,,1,0,0,
13176931,Comfortable 3 Room Apartment + free Garage,4353508,Fero,,Ottakring,48.21058,16.33573,Entire home/apt,121,3,248,2022-05-29,3.52,4,329,32,
12896429,30m2 Zimmer in einer WG,61420776,Le,,Brigittenau,48.22729,16.3658,Private room,34,4,0,,,1,0,0,
12902325,Cosy room in apartment near Schönbrunn,1934294,Liliya,,Penzing,48.19587,16.31038,Private room,33,2,17,2016-10-04,0.23,1,0,0,
13177264,New Apartment near Metro U3 + free Parking,4353508,Fero,,Rudolfsheim-Fnfhaus,48.19889,16.3256,Entire home/apt,62,2,284,2022-02-17,4.11,4,73,29,
13180703,Room with double bed in huge student apartment,58921241,Emil,,Neubau,48.19894,16.34987,Private room,75,7,1,2016-06-05,0.01,1,0,0,
12919875,Sweet studio with green terrace at Vienna center,16391164,Güven,,Wieden,48.19646,16.36308,Entire home/apt,40,3,12,2018-10-22,0.16,1,0,0,
12922563,OPERA B&W CITY CENTER SUITE,47034279,Eva & Friends,,Wieden,48.19912,16.3655,Entire home/apt,166,2,363,2022-06-05,4.92,23,321,29,
13454321,"Sonnige, geräumige Wohnung mit Balkon direkt in der Innenstadt",1036543,Jonny,,Landstra§e,48.204082,16.389229,Entire home/apt,276,3,87,2022-04-18,1.21,3,86,3,
